id,device_id,sensor_type,value,timestamp
4675,1,temperatura,25,2025-11-19 19:50:55.526507 +00:00
4680,1,temperatura,25,2025-11-19 19:52:56.851964 +00:00
4685,1,gas,1723,2025-11-19 19:54:50.949971 +00:00
4690,1,umidade,29,2025-11-19 19:56:02.640301 +00:00
4695,1,temperatura,24.9,2025-11-19 19:57:55.292527 +00:00
4700,1,gas,1719,2025-11-19 19:59:48.908643 +00:00
4705,1,umidade,29,2025-11-19 20:00:57.432584 +00:00
4710,1,temperatura,24.9,2025-11-19 20:02:56.893766 +00:00
4715,1,gas,1714,2025-11-19 20:04:50.344895 +00:00
4720,1,umidade,29,2025-11-19 20:05:58.237206 +00:00
4725,1,temperatura,24.8,2025-11-19 20:07:56.691964 +00:00
4730,1,gas,1712,2025-11-19 20:09:49.442793 +00:00
4735,1,umidade,30,2025-11-19 20:10:57.758892 +00:00
4740,1,temperatura,24.8,2025-11-19 20:12:55.599341 +00:00
4745,1,gas,1718,2025-11-19 20:14:49.496663 +00:00
4750,1,umidade,30,2025-11-19 20:15:58.316628 +00:00
4755,1,temperatura,24.7,2025-11-19 20:17:56.076957 +00:00
4760,1,gas,1716,2025-11-19 20:19:49.824814 +00:00
4765,1,umidade,30,2025-11-19 20:20:58.176544 +00:00
4770,1,temperatura,24.8,2025-11-19 20:22:55.875473 +00:00
4775,1,gas,1716,2025-11-19 20:24:49.557330 +00:00
4780,1,umidade,30,2025-11-19 20:25:58.904497 +00:00
4785,1,temperatura,24.7,2025-11-19 20:27:58.512098 +00:00
4790,1,gas,1713,2025-11-19 20:29:50.084710 +00:00
4795,1,umidade,31,2025-11-19 20:30:59.127317 +00:00
4800,1,temperatura,25,2025-11-19 20:33:00.072987 +00:00
4805,1,gas,1727,2025-11-19 20:34:49.245154 +00:00
4810,1,umidade,31,2025-11-19 20:35:58.932442 +00:00
4815,1,temperatura,26,2025-11-19 20:37:56.277251 +00:00
4820,1,gas,1746,2025-11-19 20:39:49.583206 +00:00
4825,1,umidade,30,2025-11-19 20:40:58.365177 +00:00
4830,1,temperatura,26.7,2025-11-19 20:42:56.662900 +00:00
4835,1,gas,1745,2025-11-19 20:44:49.152455 +00:00
4840,1,umidade,30,2025-11-19 20:45:59.944753 +00:00
4845,1,temperatura,27.1,2025-11-19 20:47:56.890453 +00:00
4850,1,gas,1753,2025-11-19 20:49:49.219073 +00:00
4855,1,umidade,30,2025-11-19 20:50:58.849257 +00:00
4860,1,temperatura,27.6,2025-11-19 20:52:57.115250 +00:00
4865,1,gas,1743,2025-11-19 20:54:49.662265 +00:00
4870,1,umidade,30,2025-11-19 20:55:59.388106 +00:00
4875,1,temperatura,27.9,2025-11-19 20:57:57.149724 +00:00
4880,1,gas,1757,2025-11-19 20:59:49.397150 +00:00
4885,1,umidade,30,2025-11-19 21:00:59.112814 +00:00
4890,1,temperatura,28.2,2025-11-19 21:02:57.370904 +00:00
4895,1,gas,1754,2025-11-19 21:04:49.227576 +00:00
4900,1,umidade,30,2025-11-19 21:05:59.127864 +00:00
4905,1,temperatura,28.4,2025-11-19 21:07:58.634313 +00:00
4910,1,gas,1759,2025-11-19 21:09:50.661763 +00:00
4915,1,umidade,31,2025-11-19 21:10:59.770921 +00:00
4920,1,temperatura,28.6,2025-11-19 21:12:58.572151 +00:00
4925,1,gas,1767,2025-11-19 21:14:50.733679 +00:00
4930,1,umidade,31,2025-11-19 21:15:59.907113 +00:00
4935,1,temperatura,28.8,2025-11-19 21:17:58.552589 +00:00
4940,1,gas,1759,2025-11-19 21:21:49.510935 +00:00
4945,1,temperatura,29,2025-11-19 21:23:57.985248 +00:00
4950,1,temperatura,29.1,2025-11-19 21:26:58.002825 +00:00
4955,1,gas,1773,2025-11-19 21:28:49.758129 +00:00
4960,1,gas,1811,2025-11-19 21:31:50.008424 +00:00
4965,1,umidade,33,2025-11-19 21:33:01.380755 +00:00
4970,1,temperatura,29.4,2025-11-19 21:34:58.818233 +00:00
4975,1,gas,1808,2025-11-19 21:36:50.094527 +00:00
4980,1,umidade,38,2025-11-19 21:38:00.550372 +00:00
4985,1,temperatura,29.1,2025-11-19 21:39:59.194533 +00:00
4990,1,gas,1813,2025-11-19 21:41:49.551197 +00:00
4995,1,umidade,36,2025-11-19 21:43:00.825754 +00:00
5000,1,temperatura,28.4,2025-11-19 21:44:58.664570 +00:00
3415,1,gas,2018,2025-11-18 23:58:27.390268 +00:00
3420,1,gas,2017,2025-11-19 00:03:27.326178 +00:00
3425,1,gas,2013,2025-11-19 00:08:27.360078 +00:00
3430,1,gas,2016,2025-11-19 00:13:27.403026 +00:00
3435,1,gas,2018,2025-11-19 00:18:27.446286 +00:00
3440,1,gas,2010,2025-11-19 00:23:27.331797 +00:00
3445,1,gas,2014,2025-11-19 00:28:27.414760 +00:00
3450,1,gas,2000,2025-11-19 00:33:27.451487 +00:00
3455,1,gas,2010,2025-11-19 00:38:27.386842 +00:00
3460,1,gas,2011,2025-11-19 00:43:27.421783 +00:00
3465,1,gas,2016,2025-11-19 00:48:27.452674 +00:00
3470,1,gas,2009,2025-11-19 00:53:27.531192 +00:00
3475,1,gas,1998,2025-11-19 00:58:27.532097 +00:00
3480,1,gas,2006,2025-11-19 01:03:27.567029 +00:00
3485,1,gas,2001,2025-11-19 01:08:27.538320 +00:00
3490,1,gas,2001,2025-11-19 01:13:27.636451 +00:00
3495,1,gas,2008,2025-11-19 01:18:27.561575 +00:00
3500,1,gas,1997,2025-11-19 01:23:27.499884 +00:00
3505,1,gas,2002,2025-11-19 01:28:27.508866 +00:00
3510,1,gas,2005,2025-11-19 01:33:27.514432 +00:00
3515,1,gas,2005,2025-11-19 01:38:27.533499 +00:00
3520,1,gas,1993,2025-11-19 01:43:27.654367 +00:00
3525,1,gas,1988,2025-11-19 01:48:27.690809 +00:00
3530,1,gas,1991,2025-11-19 01:53:27.733553 +00:00
3535,1,gas,1999,2025-11-19 01:58:27.744745 +00:00
3540,1,gas,1996,2025-11-19 02:03:27.773594 +00:00
3545,1,gas,2000,2025-11-19 02:08:27.706762 +00:00
3550,1,gas,1982,2025-11-19 02:13:27.741765 +00:00
3555,1,gas,1996,2025-11-19 02:18:27.775161 +00:00
3560,1,gas,1989,2025-11-19 02:23:27.809290 +00:00
3565,1,gas,1989,2025-11-19 02:28:27.849194 +00:00
3570,1,gas,1986,2025-11-19 02:33:27.781716 +00:00
3575,1,gas,1978,2025-11-19 02:38:27.820352 +00:00
3580,1,gas,1984,2025-11-19 02:43:27.857931 +00:00
3585,1,gas,1985,2025-11-19 02:48:27.890569 +00:00
3590,1,gas,1978,2025-11-19 02:53:27.924016 +00:00
3595,1,gas,1982,2025-11-19 02:58:27.853217 +00:00
3600,1,gas,1970,2025-11-19 03:03:27.886542 +00:00
3605,1,gas,1968,2025-11-19 03:08:27.921152 +00:00
3610,1,gas,1981,2025-11-19 03:13:27.859718 +00:00
3615,1,gas,1971,2025-11-19 03:18:28.043279 +00:00
3620,1,gas,1981,2025-11-19 03:23:27.927389 +00:00
3625,1,gas,1973,2025-11-19 03:28:27.971551 +00:00
3630,1,gas,1984,2025-11-19 03:33:27.995835 +00:00
3635,1,gas,1989,2025-11-19 03:38:27.975370 +00:00
3640,1,gas,1989,2025-11-19 03:43:27.961498 +00:00
3645,1,gas,1990,2025-11-19 03:48:28.043075 +00:00
3650,1,gas,1979,2025-11-19 03:53:28.037329 +00:00
3655,1,gas,2011,2025-11-19 03:58:27.966971 +00:00
3660,1,gas,2000,2025-11-19 04:03:28.080155 +00:00
3665,1,gas,1987,2025-11-19 04:08:28.039722 +00:00
3670,1,gas,1987,2025-11-19 04:13:28.082697 +00:00
3675,1,gas,1975,2025-11-19 04:18:28.152868 +00:00
3680,1,gas,2003,2025-11-19 04:23:28.156352 +00:00
3685,1,gas,2000,2025-11-19 04:28:28.088599 +00:00
3690,1,gas,1983,2025-11-19 04:33:28.067120 +00:00
3693,1,gas,1987,2025-11-19 04:36:28.136420 +00:00
3694,1,gas,1986,2025-11-19 04:37:28.084525 +00:00
3695,1,gas,1989,2025-11-19 04:38:28.119926 +00:00
3696,1,gas,1989,2025-11-19 04:39:28.094650 +00:00
3697,1,gas,1985,2025-11-19 04:40:28.159900 +00:00
3698,1,gas,1990,2025-11-19 04:41:28.161203 +00:00
3699,1,gas,1972,2025-11-19 04:42:28.175168 +00:00
3700,1,gas,1983,2025-11-19 04:43:28.186854 +00:00
3701,1,gas,1987,2025-11-19 04:44:28.183196 +00:00
3702,1,gas,1986,2025-11-19 04:45:28.103389 +00:00
3703,1,gas,1983,2025-11-19 04:46:28.200251 +00:00
3704,1,gas,1984,2025-11-19 04:47:28.106227 +00:00
3705,1,gas,1979,2025-11-19 04:48:28.116285 +00:00
3706,1,gas,1994,2025-11-19 04:49:28.222000 +00:00
3707,1,gas,1985,2025-11-19 04:50:28.207152 +00:00
3708,1,gas,1995,2025-11-19 04:51:28.201715 +00:00
3709,1,gas,1981,2025-11-19 04:52:28.185242 +00:00
3710,1,gas,1984,2025-11-19 04:53:28.251301 +00:00
3711,1,gas,1987,2025-11-19 04:54:28.158550 +00:00
3712,1,gas,1965,2025-11-19 04:55:28.166883 +00:00
3713,1,gas,1997,2025-11-19 04:56:28.134978 +00:00
3714,1,gas,1984,2025-11-19 04:57:28.273685 +00:00
3715,1,gas,1983,2025-11-19 04:58:28.146016 +00:00
3716,1,gas,1998,2025-11-19 04:59:28.143292 +00:00
3717,1,gas,1986,2025-11-19 05:00:28.146661 +00:00
3718,1,gas,1969,2025-11-19 05:01:28.146623 +00:00
3719,1,gas,1975,2025-11-19 05:02:28.211511 +00:00
3720,1,gas,2000,2025-11-19 05:03:28.159709 +00:00
3721,1,gas,1993,2025-11-19 05:04:28.179161 +00:00
3722,1,gas,1987,2025-11-19 05:05:28.228210 +00:00
3723,1,gas,1990,2025-11-19 05:06:28.159122 +00:00
3724,1,gas,1985,2025-11-19 05:07:28.160211 +00:00
3725,1,gas,1969,2025-11-19 05:08:28.177162 +00:00
3726,1,gas,2000,2025-11-19 05:09:28.173254 +00:00
3727,1,gas,2000,2025-11-19 05:10:28.266369 +00:00
3728,1,gas,1985,2025-11-19 05:11:28.174843 +00:00
3729,1,gas,1971,2025-11-19 05:12:28.204994 +00:00
3730,1,gas,1986,2025-11-19 05:13:28.190777 +00:00
3731,1,gas,1991,2025-11-19 05:14:28.263692 +00:00
3732,1,gas,1996,2025-11-19 05:15:28.191090 +00:00
3733,1,gas,1983,2025-11-19 05:16:28.197215 +00:00
3734,1,gas,1984,2025-11-19 05:17:28.209906 +00:00
3735,1,gas,1982,2025-11-19 05:18:28.264635 +00:00
3736,1,gas,1971,2025-11-19 05:19:28.208140 +00:00
3737,1,gas,1971,2025-11-19 05:20:28.215217 +00:00
3738,1,gas,1965,2025-11-19 05:21:30.002111 +00:00
3739,1,gas,1968,2025-11-19 05:22:28.246205 +00:00
3740,1,gas,1968,2025-11-19 05:23:44.476785 +00:00
3741,1,gas,1966,2025-11-19 05:24:28.216395 +00:00
3742,1,gas,1965,2025-11-19 05:25:28.218703 +00:00
3743,1,gas,1967,2025-11-19 05:26:28.278147 +00:00
3744,1,gas,1962,2025-11-19 05:27:28.234575 +00:00
3745,1,gas,1959,2025-11-19 05:28:28.231641 +00:00
3746,1,gas,1963,2025-11-19 05:29:28.255507 +00:00
3747,1,gas,1962,2025-11-19 05:30:28.347899 +00:00
3748,1,gas,1963,2025-11-19 05:31:28.318348 +00:00
3749,1,gas,1956,2025-11-19 05:32:28.317282 +00:00
3750,1,gas,1955,2025-11-19 05:33:28.242465 +00:00
3751,1,gas,1947,2025-11-19 05:34:28.381685 +00:00
3752,1,gas,1959,2025-11-19 05:35:28.254060 +00:00
3753,1,gas,1949,2025-11-19 05:36:28.253837 +00:00
3754,1,gas,1951,2025-11-19 05:37:28.404994 +00:00
3755,1,gas,1950,2025-11-19 05:38:28.336581 +00:00
3756,1,gas,1946,2025-11-19 05:39:28.272800 +00:00
3757,1,gas,1947,2025-11-19 05:40:28.373422 +00:00
3758,1,gas,1951,2025-11-19 05:41:28.280827 +00:00
3759,1,gas,1938,2025-11-19 05:42:28.278936 +00:00
3760,1,gas,1946,2025-11-19 05:43:28.294331 +00:00
3761,1,gas,1947,2025-11-19 05:44:28.274175 +00:00
3762,1,gas,1941,2025-11-19 05:45:28.302105 +00:00
3763,1,gas,1946,2025-11-19 05:46:28.282681 +00:00
3764,1,gas,1936,2025-11-19 05:47:28.287091 +00:00
3765,1,gas,1938,2025-11-19 05:48:28.275730 +00:00
3766,1,gas,1935,2025-11-19 05:49:28.299833 +00:00
3767,1,gas,1937,2025-11-19 05:50:28.291035 +00:00
3768,1,gas,1946,2025-11-19 05:51:28.348029 +00:00
3769,1,gas,1949,2025-11-19 05:52:28.302640 +00:00
3770,1,gas,1947,2025-11-19 05:53:28.359693 +00:00
3771,1,gas,1953,2025-11-19 05:54:28.369316 +00:00
3772,1,gas,1953,2025-11-19 05:55:28.383826 +00:00
3773,1,gas,1955,2025-11-19 05:56:28.310165 +00:00
3778,1,gas,1941,2025-11-19 06:01:28.323329 +00:00
3783,1,gas,1942,2025-11-19 06:06:28.357056 +00:00
3788,1,gas,1939,2025-11-19 06:11:28.439215 +00:00
3793,1,gas,1947,2025-11-19 06:16:28.378233 +00:00
3798,1,gas,1937,2025-11-19 06:21:28.507552 +00:00
3803,1,gas,1937,2025-11-19 06:26:28.503438 +00:00
3808,1,gas,1940,2025-11-19 06:31:28.580971 +00:00
3813,1,gas,1938,2025-11-19 06:36:28.608309 +00:00
3818,1,gas,1936,2025-11-19 06:41:28.470562 +00:00
3823,1,gas,1936,2025-11-19 06:46:28.536337 +00:00
3828,1,gas,1934,2025-11-19 06:51:28.567039 +00:00
3833,1,gas,1926,2025-11-19 06:56:28.491356 +00:00
3838,1,gas,1937,2025-11-19 07:01:28.537491 +00:00
3843,1,gas,1936,2025-11-19 07:06:28.568728 +00:00
3848,1,gas,1933,2025-11-19 07:11:28.605037 +00:00
3853,1,gas,1935,2025-11-19 07:16:28.542256 +00:00
3858,1,gas,1903,2025-11-19 10:28:29.329975 +00:00
3863,1,gas,1892,2025-11-19 10:33:29.601800 +00:00
3868,1,gas,1889,2025-11-19 11:32:29.972867 +00:00
3873,1,gas,1885,2025-11-19 11:37:30.416839 +00:00
3878,1,gas,1875,2025-11-19 11:42:30.288885 +00:00
3879,1,gas,1884,2025-11-19 11:43:30.049377 +00:00
3884,1,gas,1881,2025-11-19 11:48:29.404427 +00:00
3889,1,gas,1889,2025-11-19 11:53:29.561312 +00:00
3894,1,gas,1887,2025-11-19 11:58:30.037603 +00:00
3899,1,gas,1885,2025-11-19 12:03:29.843899 +00:00
3904,1,gas,1893,2025-11-19 12:08:31.007628 +00:00
3909,1,gas,1890,2025-11-19 12:13:29.937054 +00:00
3914,1,gas,1895,2025-11-19 12:18:30.461454 +00:00
3919,1,gas,1890,2025-11-19 12:23:30.957007 +00:00
3924,1,gas,1893,2025-11-19 12:28:29.648773 +00:00
3929,1,gas,1889,2025-11-19 12:33:33.319664 +00:00
3934,1,gas,1881,2025-11-19 12:38:30.137119 +00:00
3939,1,gas,1891,2025-11-19 12:43:33.945880 +00:00
3944,1,gas,1884,2025-11-19 12:48:31.071135 +00:00
3949,1,gas,1908,2025-11-19 12:53:32.275027 +00:00
3954,1,gas,1904,2025-11-19 12:58:31.308123 +00:00
3959,1,gas,1902,2025-11-19 13:03:30.482163 +00:00
3964,1,gas,1913,2025-11-19 13:08:30.549207 +00:00
3969,1,gas,1917,2025-11-19 13:13:30.580807 +00:00
3974,1,gas,1905,2025-11-19 13:18:31.577499 +00:00
3979,1,gas,1904,2025-11-19 13:23:30.724449 +00:00
3984,1,gas,1898,2025-11-19 13:28:30.509736 +00:00
3989,1,gas,1891,2025-11-19 13:33:30.427109 +00:00
3994,1,gas,1911,2025-11-19 13:38:29.837168 +00:00
3999,1,gas,1907,2025-11-19 13:43:30.121466 +00:00
4004,1,gas,1893,2025-11-19 13:48:31.095640 +00:00
4009,1,gas,1895,2025-11-19 13:53:30.468198 +00:00
4014,1,gas,1909,2025-11-19 13:58:32.614805 +00:00
4019,1,gas,1891,2025-11-19 14:03:30.443212 +00:00
4024,1,gas,1883,2025-11-19 14:08:30.480106 +00:00
4029,1,gas,1895,2025-11-19 14:13:30.120071 +00:00
4034,1,gas,1874,2025-11-19 14:18:31.171809 +00:00
4039,1,gas,1882,2025-11-19 14:23:31.933459 +00:00
4044,1,gas,1873,2025-11-19 14:28:31.049395 +00:00
4049,1,gas,1872,2025-11-19 14:33:30.294264 +00:00
4054,1,gas,1871,2025-11-19 14:38:32.974015 +00:00
4059,1,gas,1810,2025-11-19 14:43:30.843714 +00:00
4064,1,gas,1822,2025-11-19 14:48:30.986267 +00:00
4069,1,gas,1826,2025-11-19 14:53:30.254812 +00:00
4074,1,gas,1818,2025-11-19 14:58:30.245250 +00:00
4079,1,gas,1837,2025-11-19 15:03:30.399723 +00:00
4084,1,gas,1840,2025-11-19 15:08:30.427480 +00:00
4089,1,gas,1875,2025-11-19 15:13:30.670871 +00:00
4094,1,gas,1875,2025-11-19 15:18:30.891972 +00:00
4099,1,gas,1900,2025-11-19 15:23:30.050156 +00:00
4104,1,gas,1873,2025-11-19 15:28:31.189100 +00:00
4110,1,gas,1874,2025-11-19 15:34:31.847320 +00:00
4626,1,gas,1722,2025-11-19 19:34:49.531607 +00:00
4631,1,umidade,29,2025-11-19 19:35:58.343059 +00:00
4636,1,temperatura,25.1,2025-11-19 19:37:55.536945 +00:00
4641,1,gas,1712,2025-11-19 19:39:52.943652 +00:00
4646,1,umidade,29,2025-11-19 19:40:57.292962 +00:00
4651,1,temperatura,25.1,2025-11-19 19:42:56.167746 +00:00
4656,1,gas,1710,2025-11-19 19:44:49.299398 +00:00
4661,1,umidade,29,2025-11-19 19:45:58.178676 +00:00
4666,1,temperatura,25.1,2025-11-19 19:47:55.703303 +00:00
4671,1,gas,1719,2025-11-19 19:49:49.583920 +00:00
4676,1,umidade,29,2025-11-19 19:50:57.944351 +00:00
4681,1,gas,1719,2025-11-19 19:52:58.321794 +00:00
4686,1,temperatura,24.9,2025-11-19 19:54:57.947930 +00:00
4691,1,gas,1714,2025-11-19 19:56:49.173210 +00:00
4696,1,umidade,29,2025-11-19 19:57:57.132228 +00:00
4701,1,temperatura,24.9,2025-11-19 19:59:55.126775 +00:00
4706,1,gas,1714,2025-11-19 20:01:49.681232 +00:00
4711,1,umidade,29,2025-11-19 20:03:00.858793 +00:00
4716,1,temperatura,24.9,2025-11-19 20:04:55.670412 +00:00
4721,1,gas,1711,2025-11-19 20:06:49.719314 +00:00
4726,1,umidade,29,2025-11-19 20:07:59.069807 +00:00
4731,1,temperatura,24.8,2025-11-19 20:09:55.778301 +00:00
4736,1,gas,1716,2025-11-19 20:11:49.069453 +00:00
4741,1,umidade,30,2025-11-19 20:12:57.501977 +00:00
4746,1,temperatura,24.8,2025-11-19 20:14:55.889285 +00:00
4751,1,gas,1724,2025-11-19 20:16:49.513456 +00:00
4756,1,umidade,30,2025-11-19 20:17:58.612544 +00:00
4761,1,temperatura,24.7,2025-11-19 20:19:56.705675 +00:00
4766,1,gas,1717,2025-11-19 20:21:49.433441 +00:00
4771,1,umidade,30,2025-11-19 20:22:57.675098 +00:00
4776,1,temperatura,24.8,2025-11-19 20:24:56.110279 +00:00
4781,1,gas,1712,2025-11-19 20:26:49.551057 +00:00
4786,1,umidade,30,2025-11-19 20:28:02.694542 +00:00
4791,1,temperatura,24.7,2025-11-19 20:29:58.044208 +00:00
4796,1,gas,1712,2025-11-19 20:31:49.561584 +00:00
4801,1,umidade,31,2025-11-19 20:33:03.029457 +00:00
4806,1,temperatura,25.4,2025-11-19 20:34:56.120879 +00:00
4811,1,gas,1744,2025-11-19 20:36:50.739634 +00:00
4816,1,umidade,31,2025-11-19 20:37:58.087249 +00:00
4821,1,temperatura,26.3,2025-11-19 20:39:58.138234 +00:00
4826,1,gas,1739,2025-11-19 20:41:49.842327 +00:00
4831,1,umidade,30,2025-11-19 20:42:58.923581 +00:00
4836,1,temperatura,26.9,2025-11-19 20:44:57.517214 +00:00
4841,1,gas,1750,2025-11-19 20:46:50.124527 +00:00
4846,1,umidade,30,2025-11-19 20:47:59.246225 +00:00
4851,1,temperatura,27.3,2025-11-19 20:49:56.638887 +00:00
4856,1,gas,1749,2025-11-19 20:51:49.262666 +00:00
4861,1,umidade,30,2025-11-19 20:52:58.824723 +00:00
4866,1,temperatura,27.7,2025-11-19 20:54:56.967024 +00:00
4871,1,gas,1744,2025-11-19 20:56:49.273311 +00:00
4876,1,umidade,30,2025-11-19 20:57:59.742781 +00:00
4881,1,temperatura,28,2025-11-19 20:59:57.275293 +00:00
4886,1,gas,1762,2025-11-19 21:01:49.218206 +00:00
4891,1,umidade,30,2025-11-19 21:02:59.696186 +00:00
4896,1,temperatura,28.3,2025-11-19 21:04:57.007687 +00:00
4901,1,gas,1751,2025-11-19 21:06:52.384425 +00:00
4906,1,umidade,30,2025-11-19 21:08:01.294023 +00:00
4911,1,temperatura,28.5,2025-11-19 21:09:58.336329 +00:00
4916,1,gas,1755,2025-11-19 21:11:49.236663 +00:00
4921,1,umidade,31,2025-11-19 21:13:00.869014 +00:00
4926,1,temperatura,28.7,2025-11-19 21:14:58.483655 +00:00
4931,1,gas,1759,2025-11-19 21:16:50.067422 +00:00
4936,1,umidade,31,2025-11-19 21:18:00.715327 +00:00
4941,1,temperatura,29,2025-11-19 21:21:58.108313 +00:00
3774,1,gas,1939,2025-11-19 05:57:28.397091 +00:00
3779,1,gas,1942,2025-11-19 06:02:28.325013 +00:00
3784,1,gas,1951,2025-11-19 06:07:28.350185 +00:00
3789,1,gas,1936,2025-11-19 06:12:28.477884 +00:00
3794,1,gas,1939,2025-11-19 06:17:28.375186 +00:00
3799,1,gas,1943,2025-11-19 06:22:28.473687 +00:00
3804,1,gas,1946,2025-11-19 06:27:28.546596 +00:00
3809,1,gas,1941,2025-11-19 06:32:28.508216 +00:00
3814,1,gas,1938,2025-11-19 06:37:28.579968 +00:00
3819,1,gas,1935,2025-11-19 06:42:28.550358 +00:00
3824,1,gas,1935,2025-11-19 06:47:28.544208 +00:00
3829,1,gas,1933,2025-11-19 06:52:28.573476 +00:00
3834,1,gas,1931,2025-11-19 06:57:28.506694 +00:00
3839,1,gas,1933,2025-11-19 07:02:28.542345 +00:00
3844,1,gas,1937,2025-11-19 07:07:28.574461 +00:00
3849,1,gas,1936,2025-11-19 07:12:28.536241 +00:00
3854,1,gas,1899,2025-11-19 10:24:29.519821 +00:00
3859,1,gas,1895,2025-11-19 10:29:29.533827 +00:00
3864,1,gas,1889,2025-11-19 10:34:29.452881 +00:00
3869,1,gas,1882,2025-11-19 11:33:29.594280 +00:00
3874,1,gas,1894,2025-11-19 11:38:29.575875 +00:00
3883,1,gas,1882,2025-11-19 11:47:29.449144 +00:00
3888,1,gas,1872,2025-11-19 11:52:30.608679 +00:00
3893,1,gas,1889,2025-11-19 11:57:29.809719 +00:00
3898,1,gas,1894,2025-11-19 12:02:30.675283 +00:00
3903,1,gas,1881,2025-11-19 12:07:30.343048 +00:00
3908,1,gas,1885,2025-11-19 12:12:35.088575 +00:00
3913,1,gas,1898,2025-11-19 12:17:29.560577 +00:00
3918,1,gas,1885,2025-11-19 12:22:30.305829 +00:00
3923,1,gas,1888,2025-11-19 12:27:31.399081 +00:00
3928,1,gas,1873,2025-11-19 12:32:29.936806 +00:00
3933,1,gas,1898,2025-11-19 12:37:30.335259 +00:00
3938,1,gas,1889,2025-11-19 12:42:30.035049 +00:00
3943,1,gas,1890,2025-11-19 12:47:32.566620 +00:00
3948,1,gas,1900,2025-11-19 12:52:32.174846 +00:00
3953,1,gas,1905,2025-11-19 12:57:30.852634 +00:00
3958,1,gas,1902,2025-11-19 13:02:30.282562 +00:00
3963,1,gas,1904,2025-11-19 13:07:31.060781 +00:00
3968,1,gas,1909,2025-11-19 13:12:30.567209 +00:00
3973,1,gas,1902,2025-11-19 13:17:41.320114 +00:00
3978,1,gas,1902,2025-11-19 13:22:30.764880 +00:00
3983,1,gas,1895,2025-11-19 13:27:29.705727 +00:00
3988,1,gas,1887,2025-11-19 13:32:31.589888 +00:00
3993,1,gas,1909,2025-11-19 13:37:32.249416 +00:00
3998,1,gas,1905,2025-11-19 13:42:29.963840 +00:00
4003,1,gas,1897,2025-11-19 13:47:30.130310 +00:00
4008,1,gas,1904,2025-11-19 13:52:30.667580 +00:00
4013,1,gas,1898,2025-11-19 13:57:31.166087 +00:00
4018,1,gas,1884,2025-11-19 14:02:30.399357 +00:00
4023,1,gas,1879,2025-11-19 14:07:30.087521 +00:00
4028,1,gas,1879,2025-11-19 14:12:30.128219 +00:00
4033,1,gas,1873,2025-11-19 14:17:31.719527 +00:00
4038,1,gas,1873,2025-11-19 14:22:31.964030 +00:00
4043,1,gas,1874,2025-11-19 14:27:31.238247 +00:00
4048,1,gas,1875,2025-11-19 14:32:31.305071 +00:00
4053,1,gas,1867,2025-11-19 14:37:30.844195 +00:00
4058,1,gas,1808,2025-11-19 14:42:31.575529 +00:00
4063,1,gas,1811,2025-11-19 14:47:30.889855 +00:00
4068,1,gas,1818,2025-11-19 14:52:31.490215 +00:00
4073,1,gas,1836,2025-11-19 14:57:30.538531 +00:00
4078,1,gas,1836,2025-11-19 15:02:30.282200 +00:00
4083,1,gas,1785,2025-11-19 15:07:30.930727 +00:00
4088,1,gas,1871,2025-11-19 15:12:31.136554 +00:00
4093,1,gas,1897,2025-11-19 15:17:30.390402 +00:00
4098,1,gas,1890,2025-11-19 15:22:30.217472 +00:00
4103,1,gas,1888,2025-11-19 15:27:30.670567 +00:00
4109,1,gas,1871,2025-11-19 15:33:30.901200 +00:00
4627,1,temperatura,25.2,2025-11-19 19:34:55.754811 +00:00
4632,1,gas,1717,2025-11-19 19:36:49.472546 +00:00
4637,1,umidade,29,2025-11-19 19:37:57.930824 +00:00
4642,1,temperatura,25.1,2025-11-19 19:39:55.298735 +00:00
4647,1,gas,1715,2025-11-19 19:41:49.614954 +00:00
4652,1,umidade,29,2025-11-19 19:42:58.499565 +00:00
4657,1,temperatura,25.1,2025-11-19 19:44:54.874232 +00:00
4662,1,gas,1717,2025-11-19 19:46:49.625497 +00:00
4667,1,umidade,29,2025-11-19 19:47:57.990963 +00:00
4672,1,temperatura,25,2025-11-19 19:49:56.183915 +00:00
4677,1,gas,1716,2025-11-19 19:51:56.866050 +00:00
4682,1,gas,1711,2025-11-19 19:53:50.526190 +00:00
4687,1,umidade,29,2025-11-19 19:55:05.668034 +00:00
4692,1,temperatura,24.9,2025-11-19 19:56:55.182177 +00:00
4697,1,gas,1718,2025-11-19 19:58:49.361928 +00:00
4702,1,umidade,29,2025-11-19 19:59:56.901474 +00:00
4707,1,temperatura,24.9,2025-11-19 20:01:56.402918 +00:00
4712,1,gas,1712,2025-11-19 20:03:49.200229 +00:00
4717,1,umidade,29,2025-11-19 20:05:01.009504 +00:00
4722,1,temperatura,24.8,2025-11-19 20:06:56.437765 +00:00
4727,1,gas,1716,2025-11-19 20:08:49.143297 +00:00
4732,1,umidade,30,2025-11-19 20:09:58.496432 +00:00
4737,1,temperatura,24.8,2025-11-19 20:11:56.129030 +00:00
4742,1,gas,1724,2025-11-19 20:13:51.685987 +00:00
4747,1,umidade,30,2025-11-19 20:14:58.179770 +00:00
4752,1,temperatura,24.8,2025-11-19 20:16:56.763773 +00:00
4757,1,gas,1714,2025-11-19 20:18:50.479882 +00:00
4762,1,umidade,30,2025-11-19 20:20:00.235101 +00:00
4767,1,temperatura,24.7,2025-11-19 20:21:55.826176 +00:00
4772,1,gas,1715,2025-11-19 20:23:49.383127 +00:00
